,Paper ID,Presentation,Title,Authors,Title (arxiv),Abstract,URL
802,186,Poster,Visual Grounding via Accumulated Attention,"chaorui Deng, ; Qi Wu, University of Adelaide; Fuyuan Hu, ; Fan Lyu, Suzhou University of Science and Technology; Mingkui Tan, South China University of Technology; Qingyao Wu, School of Software Engineering, South China University of Technology",,,
803,260,Poster,Beyond Trade-off: Accelerate FCN-based Face Detection with Higher Accuracy,"Guanglu Song, Beihang University; Yu Liu, CUHK; Ming Jiang, BUAA; Yujie Wang, Beihang university",,,
804,985,Poster,PackNet: Adding Multiple Tasks to a Single Network by Iterative Pruning,"Arun Mallya, UIUC; Lana Lazebnik,",PackNet: Adding Multiple Tasks to a Single Network by Iterative Pruning,"This paper presents a method for adding multiple tasks to a single deep neural network while avoiding catastrophic forgetting. Inspired by network pruning techniques, we exploit redundancies in large deep networks to free up parameters that can then be employed to learn new tasks. By performing iterative pruning and network re-training, we are able to sequentially ""pack"" multiple tasks into a single network while ensuring minimal drop in performance and minimal storage overhead. Unlike prior work that uses proxy losses to maintain accuracy on older tasks, we always optimize for the task at hand. We perform extensive experiments on a variety of network architectures and large-scale datasets, and observe much better robustness against catastrophic forgetting than prior work. In particular, we are able to add three fine-grained classification tasks to a single ImageNet-trained VGG-16 network and achieve accuracies close to those of separately trained networks for each task.",http://arxiv.org/pdf/1711.05769v1
805,1247,Poster,Repulsion Loss: Detecting Pedestrians in a Crowd,"Xinlong Wang, Tongji University; Tete Xiao, Peking University; Yuning Jiang, Megvii inc.; Shuai Shao, Megvii; Jian Sun, ; Chunhua Shen, University of Adelaide",Repulsion Loss: Detecting Pedestrians in a Crowd,"Detecting individual pedestrians in a crowd remains a challenging problem since the pedestrians often gather together and occlude each other in real-world scenarios. In this paper, we first explore how a state-of-the-art pedestrian detector is harmed by crowd occlusion via experimentation, providing insights into the crowd occlusion problem. Then, we propose a novel bounding box regression loss specifically designed for crowd scenes, termed repulsion loss. This loss is driven by two motivations: the attraction by target, and the repulsion by other surrounding objects. The repulsion term prevents the proposal from shifting to surrounding objects thus leading to more crowd-robust localization. Our detector trained by repulsion loss outperforms all the state-of-the-art methods with a significant improvement in occlusion cases.",http://arxiv.org/pdf/1711.07752v2
806,1910,Poster,Neural Sign Language Translation,"Necati Cihan Camgoz, CVSSP; Simon Hadfield, ; Richard Bowden, University of Surrey UK; Oscar Koller, ; Hermann Ney,",DeepASL: Enabling Ubiquitous and Non-Intrusive Word and Sentence-Level Sign Language Translation,"There is an undeniable communication barrier between deaf people and people with normal hearing ability. Although innovations in sign language translation technology aim to tear down this communication barrier, the majority of existing sign language translation systems are either intrusive or constrained by resolution or ambient lighting conditions. Moreover, these existing systems can only perform single-sign ASL translation rather than sentence-level translation, making them much less useful in daily-life communication scenarios. In this work, we fill this critical gap by presenting DeepASL, a transformative deep learning-based sign language translation technology that enables ubiquitous and non-intrusive American Sign Language (ASL) translation at both word and sentence levels. DeepASL uses infrared light as its sensing mechanism to non-intrusively capture the ASL signs. It incorporates a novel hierarchical bidirectional deep recurrent neural network (HB-RNN) and a probabilistic framework based on Connectionist Temporal Classification (CTC) for word-level and sentence-level ASL translation respectively. To evaluate its performance, we have collected 7,306 samples from 11 participants, covering 56 commonly used ASL words and 100 ASL sentences. DeepASL achieves an average 94.5% word-level translation accuracy and an average 8.2% word error rate on translating unseen ASL sentences. Given its promising performance, we believe DeepASL represents a significant step towards breaking the communication barrier between deaf people and hearing majority, and thus has the significant potential to fundamentally change deaf people's lives.",http://arxiv.org/pdf/1802.07584v2
807,739,Poster,Non-local Neural Networks,"Xiaolong Wang, Carnegie Mellon University; Ross Girshick, ; Abhinav Gupta, ; Kaiming He,",A Non-Technical Survey on Deep Convolutional Neural Network Architectures,"Artificial neural networks have recently shown great results in many disciplines and a variety of applications, including natural language understanding, speech processing, games and image data generation. One particular application in which the strong performance of artificial neural networks was demonstrated is the recognition of objects in images, where deep convolutional neural networks are commonly applied. In this survey, we give a comprehensive introduction to this topic (object recognition with deep convolutional neural networks), with a strong focus on the evolution of network architectures. Therefore, we aim to compress the most important concepts in this field in a simple and non-technical manner to allow for future researchers to have a quick general understanding.   This work is structured as follows:   1. We will explain the basic ideas of (convolutional) neural networks and deep learning and examine their usage for three object recognition tasks: image classification, object localization and object detection.   2. We give a review on the evolution of deep convolutional neural networks by providing an extensive overview of the most important network architectures presented in chronological order of their appearances.",http://arxiv.org/pdf/1803.02129v1
808,1517,Poster,LAMV: Learning to align and match videos with kernelized temporal layers,"Lorenzo Baraldi, University of Modena; Matthijs Douze, ; Rita Cucchiara, ; Herve Jegou, Facebook AI Research",,,
809,633,Poster,Optimizing Video Object Detection via a Scale-Time Lattice,"Kai Chen, CUHK; Jiaqi Wang, CUHK; Shuo Yang, ; Xingcheng Zhang, CUHK; Yuanjun Xiong, Amazon ; Chen-Change Loy, the Chinese University of Hong Kong; Dahua Lin, CUHK",,,
810,2839,Poster,Learning Compressible 360°  Video Isomers,"Yu-Chuan Su, UT Austin; Kristen Grauman,",,,
811,2195,Poster,Attention Clusters: Purely Attention Based Local Feature Integration for Video Classification,"Xiang Long, Tsinghua University; Chuang Gan, Tsinghua University; Gerard De Melo, Rutgers University; Jiajun Wu, MIT; Xiao Liu, ; Shilei Wen, Baidu Research",Attention Clusters: Purely Attention Based Local Feature Integration for Video Classification,"Recently, substantial research effort has focused on how to apply CNNs or RNNs to better extract temporal patterns from videos, so as to improve the accuracy of video classification. In this paper, however, we show that temporal information, especially longer-term patterns, may not be necessary to achieve competitive results on common video classification datasets. We investigate the potential of a purely attention based local feature integration. Accounting for the characteristics of such features in video classification, we propose a local feature integration framework based on attention clusters, and introduce a shifting operation to capture more diverse signals. We carefully analyze and compare the effect of different attention mechanisms, cluster sizes, and the use of the shifting operation, and also investigate the combination of attention clusters for multimodal integration. We demonstrate the effectiveness of our framework on three real-world video classification datasets. Our model achieves competitive results across all of these. In particular, on the large-scale Kinetics dataset, our framework obtains an excellent single model accuracy of 79.4% in terms of the top-1 and 94.0% in terms of the top-5 accuracy on the validation set. The attention clusters are the backbone of our winner solution at ActivityNet Kinetics Challenge 2017. Code and models will be released soon.",http://arxiv.org/pdf/1711.09550v1
812,2582,Poster,What have we learned from deep representations for action recognition?,"Christoph Feichtenhofer, ; Axel Pinz, Graz University of Technology; Richard Wildes, York University; Andrew Zisserman, Oxford",,,
813,1575,Poster,Controllable Video Generation with Sparse Trajectories,"Zekun Hao, ; Xun Huang, ; Serge Belongie,",,,
814,3448,Poster,Representing and Learning High Dimensional Data with the Optimal Transport Map from a Probabilistic Viewpoint,"Serim Park, Oath; Matthew Thorpe,",,,
815,3711,Poster,CLIP-Q: Deep Network Compression Learning by In-Parallel Pruning-Quantization,"Frederick Tung, Simon Fraser University; Greg Mori,",,,
816,3713,Poster,Inference in Higher Order MRF-MAP Problems with Small and Large Cliques,"Ishant Shanu, Iiit delhi; Chetan Arora, Indraprastha Institute of Information Technology Delhi; S.N. Maheshwari, IIT Delhi",,,
817,3923,Poster,ROAD: Reality Oriented Adaptation for Semantic Segmentation of Urban Scenes,"Yuhua Chen, CVL@ETHZ; Wen Li, ETH; Luc Van Gool, KTH",ROAD: Reality Oriented Adaptation for Semantic Segmentation of Urban Scenes,"Exploiting synthetic data to learn deep models has attracted increasing attention in recent years. However, the intrinsic domain difference between synthetic and real images usually causes a significant performance drop when applying the learned model to real world scenarios. This is mainly due to two reasons: 1) the model overfits to synthetic images, making the convolutional filters incompetent to extract informative representation for real images; 2) there is a distribution difference between synthetic and real data, which is also known as the domain adaptation problem. To this end, we propose a new reality oriented adaptation approach for urban scene semantic segmentation by learning from synthetic data. First, we propose a target guided distillation approach to learn the real image style, which is achieved by training the segmentation model to imitate a pretrained real style model using real images. Second, we further take advantage of the intrinsic spatial structure presented in urban scene images, and propose a spatial-aware adaptation scheme to effectively align the distribution of two domains. These two modules can be readily integrated with existing state-of-the-art semantic segmentation networks to improve their generalizability when adapting from synthetic to real urban scenes. We evaluate the proposed method on Cityscapes dataset by adapting from GTAV and SYNTHIA datasets, where the results demonstrate the effectiveness of our method.",http://arxiv.org/pdf/1711.11556v2
818,4254,Poster,Eye In-Painting with Exemplar Generative Adversarial Networks,"Brian Dolhansky, Facebook; Cristian Canton Ferrer, Facebook",Eye In-Painting with Exemplar Generative Adversarial Networks,"This paper introduces a novel approach to in-painting where the identity of the object to remove or change is preserved and accounted for at inference time: Exemplar GANs (ExGANs). ExGANs are a type of conditional GAN that utilize exemplar information to produce high-quality, personalized in painting results. We propose using exemplar information in the form of a reference image of the region to in-paint, or a perceptual code describing that object. Unlike previous conditional GAN formulations, this extra information can be inserted at multiple points within the adversarial network, thus increasing its descriptive power. We show that ExGANs can produce photo-realistic personalized in-painting results that are both perceptually and semantically plausible by applying them to the task of closed to-open eye in-painting in natural pictures. A new benchmark dataset is also introduced for the task of eye in-painting for future comparisons.",http://arxiv.org/pdf/1712.03999v1
819,4296,Poster,clcNet: Improving the Efficiency of Convolutional Neural Network using Channel Local Convolutions,"Dongqing Zhang, ImaginationAI LLC",clcNet: Improving the Efficiency of Convolutional Neural Network using Channel Local Convolutions,"Depthwise convolution and grouped convolution has been successfully applied to improve the efficiency of convolutional neural network (CNN). We suggest that these models can be considered as special cases of a generalized convolution operation, named channel local convolution(CLC), where an output channel is computed using a subset of the input channels. This definition entails computation dependency relations between input and output channels, which can be represented by a channel dependency graph(CDG). By modifying the CDG of grouped convolution, a new CLC kernel named interlaced grouped convolution (IGC) is created. Stacking IGC and GC kernels results in a convolution block (named CLC Block) for approximating regular convolution. By resorting to the CDG as an analysis tool, we derive the rule for setting the meta-parameters of IGC and GC and the framework for minimizing the computational cost. A new CNN model named clcNet is then constructed using CLC blocks, which shows significantly higher computational efficiency and fewer parameters compared to state-of-the-art networks, when being tested using the ImageNet-1K dataset. Source code is available at https://github.com/dqzhang17/clcnet.torch .",http://arxiv.org/pdf/1712.06145v3
820,232,Poster,Towards Effective Low-bitwidth Convolutional Neural Networks,"Bohan Zhuang, The University of Adelaide; Chunhua Shen, University of Adelaide; Mingkui Tan, South China University of Technology; Lingqiao Liu, University of Adelaide; Ian Reid,",Towards Effective Low-bitwidth Convolutional Neural Networks,"This paper tackles the problem of training a deep convolutional neural network with both low-precision weights and low-bitwidth activations. Optimizing a low-precision network is very challenging since the training process can easily get trapped in a poor local minima, which results in substantial accuracy loss. To mitigate this problem, we propose three simple-yet-effective approaches to improve the network training. First, we propose to use a two-stage optimization strategy to progressively find good local minima. Specifically, we propose to first optimize a net with quantized weights and then quantized activations. This is in contrast to the traditional methods which optimize them simultaneously. Second, following a similar spirit of the first method, we propose another progressive optimization approach which progressively decreases the bit-width from high-precision to low-precision during the course of training. Third, we adopt a novel learning scheme to jointly train a full-precision model alongside the low-precision one. By doing so, the full-precision model provides hints to guide the low-precision model training. Extensive experiments on various datasets ( i.e., CIFAR-100 and ImageNet) show the effectiveness of the proposed methods. To highlight, using our methods to train a 4-bit precision network leads to no performance decrease in comparison with its full-precision counterpart with standard network architectures ( i.e., AlexNet and ResNet-50).",http://arxiv.org/pdf/1711.00205v2
821,419,Poster,Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,"Jason Kuen, NTU, Singapore; Xiangfei Kong, Nanyang Technological University; Zhe Lin, Adobe Systems, Inc.; Gang Wang, ; Jianxiong Yin, NVIDIA; Simon See, NVIDIA; Yap-Peng Tan,",Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,"It is desirable to train convolutional networks (CNNs) to run more efficiently during inference. In many cases however, the computational budget that the system has for inference cannot be known beforehand during training, or the inference budget is dependent on the changing real-time resource availability. Thus, it is inadequate to train just inference-efficient CNNs, whose inference costs are not adjustable and cannot adapt to varied inference budgets. We propose a novel approach for cost-adjustable inference in CNNs - Stochastic Downsampling Point (SDPoint). During training, SDPoint applies feature map downsampling to a random point in the layer hierarchy, with a random downsampling ratio. The different stochastic downsampling configurations known as SDPoint instances (of the same model) have computational costs different from each other, while being trained to minimize the same prediction loss. Sharing network parameters across different instances provides significant regularization boost. During inference, one may handpick a SDPoint instance that best fits the inference budget. The effectiveness of SDPoint, as both a cost-adjustable inference approach and a regularizer, is validated through extensive experiments on image classification.",http://arxiv.org/pdf/1801.09335v1
822,430,Poster,Face Aging with Identity-Preserved Conditional Generative Adversarial Networks,"Zongwei WANG, ; Xu Tang, ; Weixin Luo, Shanghaitech University; Shenghua Gao, ShanghaiTech University",Facial Aging and Rejuvenation by Conditional Multi-Adversarial Autoencoder with Ordinal Regression,"Facial aging and facial rejuvenation analyze a given face photograph to predict a future look or estimate a past look of the person. To achieve this, it is critical to preserve human identity and the corresponding aging progression and regression with high accuracy. However, existing methods cannot simultaneously handle these two objectives well. We propose a novel generative adversarial network based approach, named the Conditional Multi-Adversarial AutoEncoder with Ordinal Regression (CMAAE-OR). It utilizes an age estimation technique to control the aging accuracy and takes a high-level feature representation to preserve personalized identity. Specifically, the face is first mapped to a latent vector through a convolutional encoder. The latent vector is then projected onto the face manifold conditional on the age through a deconvolutional generator. The latent vector preserves personalized face features and the age controls facial aging and rejuvenation. A discriminator and an ordinal regression are imposed on the encoder and the generator in tandem, making the generated face images to be more photorealistic while simultaneously exhibiting desirable aging effects. Besides, a high-level feature representation is utilized to preserve personalized identity of the generated face. Experiments on two benchmark datasets demonstrate appealing performance of the proposed method over the state-of-the-art.",http://arxiv.org/pdf/1804.02740v1
823,779,Poster,Unsupervised Cross-dataset Person Re-identification by Transfer Learning of Spatio-temporal Patterns,"Jianming Lv, South China University of Technology; Weihang Chen, South China University of Technology; Qing Li, City University of Hong Kong; Can Yang, South China University of Technology",Unsupervised Cross-dataset Person Re-identification by Transfer Learning of Spatial-Temporal Patterns,"Most of the proposed person re-identification algorithms conduct supervised training and testing on single labeled datasets with small size, so directly deploying these trained models to a large-scale real-world camera network may lead to poor performance due to underfitting. It is challenging to incrementally optimize the models by using the abundant unlabeled data collected from the target domain. To address this challenge, we propose an unsupervised incremental learning algorithm, TFusion, which is aided by the transfer learning of the pedestrians' spatio-temporal patterns in the target domain. Specifically, the algorithm firstly transfers the visual classifier trained from small labeled source dataset to the unlabeled target dataset so as to learn the pedestrians' spatial-temporal patterns. Secondly, a Bayesian fusion model is proposed to combine the learned spatio-temporal patterns with visual features to achieve a significantly improved classifier. Finally, we propose a learning-to-rank based mutual promotion procedure to incrementally optimize the classifiers based on the unlabeled data in the target domain. Comprehensive experiments based on multiple real surveillance datasets are conducted, and the results show that our algorithm gains significant improvement compared with the state-of-art cross-dataset unsupervised person re-identification algorithms.",http://arxiv.org/pdf/1803.07293v1
824,1001,Poster,Feature Quantization for Defending Against Distortion of Images,"Zhun Sun, Tohoku University; Mete Ozay, ; Yan Zhang, RIKEN Center for AIP ; Xing Liu, Tohoku University; Takayuki Okatani, Tohoku University/RIKEN AIP",,,
825,1182,Poster,Tagging Like Humans: Diverse and Distinct Image Annotation,"Baoyuan Wu, Tencent AI Lab; Weidong Chen, Tencent; Wei Liu, ; Peng Sun, Tencent; Bernard Ghanem, ; Siwei Lyu, SUNY Albany",Tagging like Humans: Diverse and Distinct Image Annotation,"In this work we propose a new automatic image annotation model, dubbed {\bf diverse and distinct image annotation} (D2IA). The generative model D2IA is inspired by the ensemble of human annotations, which create semantically relevant, yet distinct and diverse tags. In D2IA, we generate a relevant and distinct tag subset, in which the tags are relevant to the image contents and semantically distinct to each other, using sequential sampling from a determinantal point process (DPP) model. Multiple such tag subsets that cover diverse semantic aspects or diverse semantic levels of the image contents are generated by randomly perturbing the DPP sampling process. We leverage a generative adversarial network (GAN) model to train D2IA. Extensive experiments including quantitative and qualitative comparisons, as well as human subject studies, on two benchmark datasets demonstrate that the proposed model can produce more diverse and distinct tags than the state-of-the-arts.",http://arxiv.org/pdf/1804.00113v1
826,1224,Poster,Re-weighted Adversarial Adaptation Network for Unsupervised Domain Adaptation,"Qingchao Chen, Unviersity College London; Yang Liu, University of Cambridge; Zhaowen Wang, Adobe; Ian Wassell, ; Kevin Chetty,",,,
827,1696,Poster,Inferring Semantic Layout for Hierarchical Text-to-Image Synthesis,"Seunghoon Hong, POSTECH; Dingdong Yang, University of Michigan; Jongwook Choi, University of Michigan; Honglak Lee, University of Michigan, USA",Inferring Semantic Layout for Hierarchical Text-to-Image Synthesis,"We propose a novel hierarchical approach for text-to-image synthesis by inferring semantic layout. Instead of learning a direct mapping from text to image, our algorithm decomposes the generation process into multiple steps, in which it first constructs a semantic layout from the text by the layout generator and converts the layout to an image by the image generator. The proposed layout generator progressively constructs a semantic layout in a coarse-to-fine manner by generating object bounding boxes and refining each box by estimating object shapes inside the box. The image generator synthesizes an image conditioned on the inferred semantic layout, which provides a useful semantic structure of an image matching with the text description. Our model not only generates semantically more meaningful images, but also allows automatic annotation of generated images and user-controlled generation process by modifying the generated scene layout. We demonstrate the capability of the proposed model on challenging MS-COCO dataset and show that the model can substantially improve the image quality, interpretability of output and semantic alignment to input text over existing approaches.",http://arxiv.org/pdf/1801.05091v1
828,1738,Poster,Regularizing RNNs for Caption Generation by Reconstructing The Past with The Present,"Xinpeng Chen, Wuhan University; Lin Ma, Tencent AI Lab; Wenhao Jiang, Tencent AI Lab; Jian Yao, ; Wei Liu,",Regularizing RNNs for Caption Generation by Reconstructing The Past with The Present,"Recently, caption generation with an encoder-decoder framework has been extensively studied and applied in different domains, such as image captioning, code captioning, and so on. In this paper, we propose a novel architecture, namely Auto-Reconstructor Network (ARNet), which, coupling with the conventional encoder-decoder framework, works in an end-to-end fashion to generate captions. ARNet aims at reconstructing the previous hidden state with the present one, besides behaving as the input-dependent transition operator. Therefore, ARNet encourages the current hidden state to embed more information from the previous one, which can help regularize the transition dynamics of recurrent neural networks (RNNs). Extensive experimental results show that our proposed ARNet boosts the performance over the existing encoder-decoder models on both image captioning and source code captioning tasks. Additionally, ARNet remarkably reduces the discrepancy between training and inference processes for caption generation. Furthermore, the performance on permuted sequential MNIST demonstrates that ARNet can effectively regularize RNN, especially on modeling long-term dependencies. Our code is available at: https://github.com/chenxinpeng/ARNet",http://arxiv.org/pdf/1803.11439v2
829,1887,Poster,Unsupervised Domain Adaptation with Similarity-Based Classifier,"Pedro Pinheiro, EPFL",DeepJDOT: Deep Joint distribution optimal transport for unsupervised domain adaptation,"In computer vision, one is often confronted with problems of domain shifts, which occur when one applies a classifier trained on a source dataset to target data sharing similar characteristics (e.g. same classes), but also different latent data structures (e.g. different acquisition conditions). In such a situation, the model will perform poorly on the new data, since the classifier is specialized to recognize visual cues specific to the source domain. In this work we explore a solution, named DeepJDOT, to tackle this problem: through a measure of discrepancy on joint deep representations/labels based on optimal transport, we not only learn new data representations aligned between the source and target domain, but also simultaneously preserve the discriminative information used by the classifier. We applied DeepJDOT to a series of visual recognition tasks, where it compares favorably against state-of-the-art deep domain adaptation methods.",http://arxiv.org/pdf/1803.10081v1
830,1960,Poster,Learning Deep Sketch Abstraction,"Umar Riaz Muhammad, Queen Mary Uni of London; Yongxin Yang, Queen Mary University of London; Yi-Zhe Song, ; Tao Xiang, Queen Mary University of London; Timothy Hospedales, University of Edinburgh",SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,"We propose a deep hashing framework for sketch retrieval that, for the first time, works on a multi-million scale human sketch dataset. Leveraging on this large dataset, we explore a few sketch-specific traits that were otherwise under-studied in prior literature. Instead of following the conventional sketch recognition task, we introduce the novel problem of sketch hashing retrieval which is not only more challenging, but also offers a better testbed for large-scale sketch analysis, since: (i) more fine-grained sketch feature learning is required to accommodate the large variations in style and abstraction, and (ii) a compact binary code needs to be learned at the same time to enable efficient retrieval. Key to our network design is the embedding of unique characteristics of human sketch, where (i) a two-branch CNN-RNN architecture is adapted to explore the temporal ordering of strokes, and (ii) a novel hashing loss is specifically designed to accommodate both the temporal and abstract traits of sketches. By working with a 3.8M sketch dataset, we show that state-of-the-art hashing models specifically engineered for static images fail to perform well on temporal sketch data. Our network on the other hand not only offers the best retrieval performance on various code sizes, but also yields the best generalization performance under a zero-shot setting and when re-purposed for sketch recognition. Such superior performances effectively demonstrate the benefit of our sketch-specific design.",http://arxiv.org/pdf/1804.01401v1
831,2427,Poster,Matching Adversarial Networks,"Gellert Mattyus, UBER ATG; Raquel Urtasun, University of Toronto",Adversarial Network Embedding,"Learning low-dimensional representations of networks has proved effective in a variety of tasks such as node classification, link prediction and network visualization. Existing methods can effectively encode different structural properties into the representations, such as neighborhood connectivity patterns, global structural role similarities and other high-order proximities. However, except for objectives to capture network structural properties, most of them suffer from lack of additional constraints for enhancing the robustness of representations. In this paper, we aim to exploit the strengths of generative adversarial networks in capturing latent features, and investigate its contribution in learning stable and robust graph representations. Specifically, we propose an Adversarial Network Embedding (ANE) framework, which leverages the adversarial learning principle to regularize the representation learning. It consists of two components, i.e., a structure preserving component and an adversarial learning component. The former component aims to capture network structural properties, while the latter contributes to learning robust representations by matching the posterior distribution of the latent representations to given priors. As shown by the empirical results, our method is competitive with or superior to state-of-the-art approaches on benchmark network embedding tasks.",http://arxiv.org/pdf/1711.07838v1
832,2463,Poster,SoS-RSC: A Sum-of-Squares Polynomial  Approach to Robustifying Subspace Clustering Algorithms,"Octavia Camps, Northeastern University, USA; Mario Sznaier,",,,
833,2509,Poster,Resource Aware Person Re-identification across Multiple Resolutions,"Yan Wang, Cornell university; Lequn Wang, Cornell University; yurong you, shang hai jiao tong university; xu zou, tsinghua university; Vincent Chen, cornell university; Serena Li, CORNELL UNIVERSITY; Bharath Hariharan, Cornell University; Gao Huang, ; Kilian Weinberger, Cornell University",,,
834,2518,Poster,Learning and Using the Arrow of Time,"Donglai Wei, MIT; Andrew Zisserman, Oxford; William Freeman, MIT/Google; Joseph Lim, University of Southern California",Estimating causal effects of time-dependent exposures on a binary endpoint in a high-dimensional setting,"Recently, the intervention calculus when the DAG is absent (IDA) method was developed to estimate lower bounds of causal effects from observational high-dimensional data. Originally it was introduced to assess the effect of baseline biomarkers which do not vary over time. However, in many clinical settings, measurements of biomarkers are repeated at fixed time points during treatment exposure and, therefore, this method need to be extended. The purpose of this paper is then to extend the first step of the IDA, the Peter Clarks (PC)-algorithm, to a time-dependent exposure in the context of a binary outcome. We generalised the PC-algorithm for taking into account the chronological order of repeated measurements of the exposure and propose to apply the IDA with our new version, the chronologically ordered PC-algorithm (COPC-algorithm). A simulation study has been performed before applying the method for estimating causal effects of time-dependent immunological biomarkers on toxicity, death and progression in patients with metastatic melanoma. The simulation study showed that the completed partially directed acyclic graphs (CPDAGs) obtained using COPC-algorithm were structurally closer to the true CPDAG than CPDAGs obtained using PC-algorithm. Also, causal effects were more accurate when they were estimated based on CPDAGs obtained using COPC-algorithm. Moreover, CPDAGs obtained by COPC-algorithm allowed removing non-chronologic arrows with a variable measured at a time t pointing to a variable measured at a time t' where t'< t. Bidirected edges were less present in CPDAGs obtained with the COPC-algorithm, supporting the fact that there was less variability in causal effects estimated from these CPDAGs. The COPC-algorithm provided CPDAGs that keep the chronological structure present in the data, thus allowed to estimate lower bounds of the causal effect of time-dependent biomarkers.",http://arxiv.org/pdf/1803.10535v2
835,2588,Poster,Neural Style Transfer via Meta Networks,"Falong Shen, Peking University; Shuicheng Yan, ; Gang Zeng, Peking University",,,
836,2601,Poster,"People, Penguins and Petri Dishes: Adapting Object Counting Models To New Visual Domains And Object Types Without Forgetting","Mark Marsden, Dublin City University; Kevin McGuinness, DCU ; Suzanne Little, DCU; Ciara Keogh, University College Dublin, Ireland; Noel O'Connor, DCU","People, Penguins and Petri Dishes: Adapting Object Counting Models To New Visual Domains And Object Types Without Forgetting","In this paper we propose a technique to adapt a convolutional neural network (CNN) based object counter to additional visual domains and object types while still preserving the original counting function. Domain-specific normalisation and scaling operators are trained to allow the model to adjust to the statistical distributions of the various visual domains. The developed adaptation technique is used to produce a singular patch-based counting regressor capable of counting various object types including people, vehicles, cell nuclei and wildlife. As part of this study a challenging new cell counting dataset in the context of tissue culture and patient diagnosis is constructed. This new collection, referred to as the Dublin Cell Counting (DCC) dataset, is the first of its kind to be made available to the wider computer vision community. State-of-the-art object counting performance is achieved in both the Shanghaitech (parts A and B) and Penguins datasets while competitive performance is observed on the TRANCOS and Modified Bone Marrow (MBM) datasets, all using a shared counting model.",http://arxiv.org/pdf/1711.05586v1
837,2705,Poster,HydraNets: Specialized Dynamic Architectures for Efficient Inference,"Ravi Teja Mullapudi, Carnegie Mellon University; Noam Shazeer, Google; William Mark, Google; Kayvon Fatahalian, Stanford",,,
838,2763,Poster,SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,"Peng Xu, Beijing University of Posts an; Yongye Huang, Beijing University of Posts and Telecommunications; Tongtong Yuan, Beijing University of Posts and Telecommunications; Kaiyue Pang, QMUL; Yi-Zhe Song, ; Tao Xiang, Queen Mary University of London; Timothy Hospedales, University of Edinburgh; Zhanyu Ma, Beijing University of Posts and Telecommunications ; Jun Guo, Beijing University of Posts and Telecommunications",SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,"We propose a deep hashing framework for sketch retrieval that, for the first time, works on a multi-million scale human sketch dataset. Leveraging on this large dataset, we explore a few sketch-specific traits that were otherwise under-studied in prior literature. Instead of following the conventional sketch recognition task, we introduce the novel problem of sketch hashing retrieval which is not only more challenging, but also offers a better testbed for large-scale sketch analysis, since: (i) more fine-grained sketch feature learning is required to accommodate the large variations in style and abstraction, and (ii) a compact binary code needs to be learned at the same time to enable efficient retrieval. Key to our network design is the embedding of unique characteristics of human sketch, where (i) a two-branch CNN-RNN architecture is adapted to explore the temporal ordering of strokes, and (ii) a novel hashing loss is specifically designed to accommodate both the temporal and abstract traits of sketches. By working with a 3.8M sketch dataset, we show that state-of-the-art hashing models specifically engineered for static images fail to perform well on temporal sketch data. Our network on the other hand not only offers the best retrieval performance on various code sizes, but also yields the best generalization performance under a zero-shot setting and when re-purposed for sketch recognition. Such superior performances effectively demonstrate the benefit of our sketch-specific design.",http://arxiv.org/pdf/1804.01401v1
839,2781,Poster,From source to target and back: Symmetric Bi-Directional Adaptive GAN,"Paolo Russo, University of Rome La Sapienza; Fabio Carlucci, University of Rome La Sapienza; Tatiana Tommasi, Italian Institute of Tecnology; Barbara Caputo, University of Rome La Sapienza, Italy",From source to target and back: symmetric bi-directional adaptive GAN,"The effectiveness of generative adversarial approaches in producing images according to a specific style or visual domain has recently opened new directions to solve the unsupervised domain adaptation problem. It has been shown that source labeled images can be modified to mimic target samples making it possible to train directly a classifier in the target domain, despite the original lack of annotated data. Inverse mappings from the target to the source domain have also been evaluated but only passing through adapted feature spaces, thus without new image generation. In this paper we propose to better exploit the potential of generative adversarial networks for adaptation by introducing a novel symmetric mapping among domains. We jointly optimize bi-directional image transformations combining them with target self-labeling. Moreover we define a new class consistency loss that aligns the generators in the two directions imposing to conserve the class identity of an image passing through both domain mappings. A detailed qualitative and quantitative analysis of the reconstructed images confirm the power of our approach. By integrating the two domain specific classifiers obtained with our bi-directional network we exceed previous state-of-the-art unsupervised adaptation results on four different benchmark datasets.",http://arxiv.org/pdf/1705.08824v2
