Paper ID,Paper Title,Authors,Title-arxiv,Abstract,URL
2246,What Is Around the Camera?,Stamatios Georgoulis; Konstantinos Rematas; Tobias Ritschel; Mario Fritz; Tinne Tuytelaars; Luc Van Gool,,,
835,Weakly-Supervised Learning of Visual Relations,Julia Peyre; Josef Sivic; Ivan Laptev; Cordelia Schmid,Weakly-supervised learning of visual relations,"This paper introduces a novel approach for modeling visual relations between pairs of objects. We call relation a triplet of the form (subject, predicate, object) where the predicate is typically a preposition (eg. 'under', 'in front of') or a verb ('hold', 'ride') that links a pair of objects (subject, object). Learning such relations is challenging as the objects have different spatial configurations and appearances depending on the relation in which they occur. Another major challenge comes from the difficulty to get annotations, especially at box-level, for all possible triplets, which makes both learning and evaluation difficult. The contributions of this paper are threefold. First, we design strong yet flexible visual features that encode the appearance and spatial configuration for pairs of objects. Second, we propose a weakly-supervised discriminative clustering model to learn relations from image-level labels only. Third we introduce a new challenging dataset of unusual relations (UnRel) together with an exhaustive annotation, that enables accurate evaluation of visual relation retrieval. We show experimentally that our model results in state-of-the-art results on the visual relationship dataset significantly improving performance on previously unseen relations (zero-shot learning), and confirm this observation on our newly introduced UnRel dataset.",http://arxiv.org/pdf/1707.09472v1
888,BIER - Boosting Independent Embeddings Robustly,Michael Opitz; Georg Waltner; Horst Possegger; Horst Bischof,,,
1548,3D Graph Neural Networks for RGBD Semantic Segmentation,Xiaojuan Qi; Renjie Liao; Jiaya Jia; Sanja Fidler; Raquel Urtasun,,,
1793,Learning Multi-Attention Convolutional Neural Network for Fine-Grained Image Recognition,Heliang Zheng; Jianlong Fu; Tao Mei; Jiebo Luo,HydraPlus-Net: Attentive Deep Features for Pedestrian Analysis,"Pedestrian analysis plays a vital role in intelligent video surveillance and is a key component for security-centric computer vision systems. Despite that the convolutional neural networks are remarkable in learning discriminative features from images, the learning of comprehensive features of pedestrians for fine-grained tasks remains an open problem. In this study, we propose a new attention-based deep neural network, named as HydraPlus-Net (HP-net), that multi-directionally feeds the multi-level attention maps to different feature layers. The attentive deep features learned from the proposed HP-net bring unique advantages: (1) the model is capable of capturing multiple attentions from low-level to semantic-level, and (2) it explores the multi-scale selectiveness of attentive features to enrich the final feature representations for a pedestrian image. We demonstrate the effectiveness and generality of the proposed HP-net for pedestrian analysis on two tasks, i.e. pedestrian attribute recognition and person re-identification. Intensive experimental results have been provided to prove that the HP-net outperforms the state-of-the-art methods on various datasets.",http://arxiv.org/pdf/1709.09930v1
1114,Learning 3D Object Categories by Looking Around Them,David Novotny; Diane Larlus; Andrea Vedaldi,Learning 3D Object Categories by Looking Around Them,"Traditional approaches for learning 3D object categories use either synthetic data or manual supervision. In this paper, we propose a method which does not require manual annotations and is instead cued by observing objects from a moving vantage point. Our system builds on two innovations: a Siamese viewpoint factorization network that robustly aligns different videos together without explicitly comparing 3D shapes; and a 3D shape completion network that can extract the full shape of an object from partial observations. We also demonstrate the benefits of configuring networks to perform probabilistic predictions as well as of geometry-aware data augmentation schemes. We obtain state-of-the-art results on publicly-available benchmarks.",http://arxiv.org/pdf/1705.03951v2
15,Quantitative Evaluation of Confidence Measures in a Machine Learning World,Matteo Poggi; Fabio Tosi; Stefano Mattoccia,,,
372,Towards End-To-End Text Spotting With Convolutional Recurrent Neural Networks,Hui Li; Peng Wang; Chunhua Shen,Towards End-to-end Text Spotting with Convolutional Recurrent Neural Networks,"In this work, we jointly address the problem of text detection and recognition in natural scene images based on convolutional recurrent neural networks. We propose a unified network that simultaneously localizes and recognizes text with a single forward pass, avoiding intermediate processes like image cropping and feature re-calculation, word separation, or character grouping. In contrast to existing approaches that consider text detection and recognition as two distinct tasks and tackle them one by one, the proposed framework settles these two tasks concurrently. The whole framework can be trained end-to-end, requiring only images, the ground-truth bounding boxes and text labels. Through end-to-end training, the learned features can be more informative, which improves the overall performance. The convolutional features are calculated only once and shared by both detection and recognition, which saves processing time. Our proposed method has achieved competitive performance on several benchmark datasets.",http://arxiv.org/pdf/1707.03985v1
1160,DeepSetNet: Predicting Sets With Deep Neural Networks,S. Hamid Rezatofighi; Vijay Kumar B G; Anton Milan; Ehsan Abbasnejad; Anthony Dick; Ian Reid,DeepSetNet: Predicting Sets with Deep Neural Networks,"This paper addresses the task of set prediction using deep learning. This is important because the output of many computer vision tasks, including image tagging and object detection, are naturally expressed as sets of entities rather than vectors. As opposed to a vector, the size of a set is not fixed in advance, and it is invariant to the ordering of entities within it. We define a likelihood for a set distribution and learn its parameters using a deep neural network. We also derive a loss for predicting a discrete distribution corresponding to set cardinality. Set prediction is demonstrated on the problem of multi-class image classification. Moreover, we show that the proposed cardinality loss can also trivially be applied to the tasks of object counting and pedestrian detection. Our approach outperforms existing methods in all three cases on standard datasets.",http://arxiv.org/pdf/1611.08998v5
1353,Learning From Video and Text via Large-Scale Discriminative Clustering,Antoine Miech; Jean-Baptiste Alayrac; Piotr Bojanowski; Ivan Laptev; Josef Sivic,Learning from Video and Text via Large-Scale Discriminative Clustering,"Discriminative clustering has been successfully applied to a number of weakly-supervised learning tasks. Such applications include person and action recognition, text-to-video alignment, object co-segmentation and colocalization in videos and images. One drawback of discriminative clustering, however, is its limited scalability. We address this issue and propose an online optimization algorithm based on the Block-Coordinate Frank-Wolfe algorithm. We apply the proposed method to the problem of weakly supervised learning of actions and actors from movies together with corresponding movie scripts. The scaling up of the learning problem to 66 feature length movies enables us to significantly improve weakly supervised action recognition.",http://arxiv.org/pdf/1707.09074v1
1406,TALL: Temporal Activity Localization via Language Query,Jiyang Gao; Chen Sun; Zhenheng Yang; Ram Nevatia,TALL: Temporal Activity Localization via Language Query,"This paper focuses on temporal localization of actions in untrimmed videos. Existing methods typically train classifiers for a pre-defined list of actions and apply them in a sliding window fashion. However, activities in the wild consist of a wide combination of actors, actions and objects; it is difficult to design a proper activity list that meets users' needs. We propose to localize activities by natural language queries. Temporal Activity Localization via Language (TALL) is challenging as it requires: (1) suitable design of text and video representations to allow cross-modal matching of actions and language queries; (2) ability to locate actions accurately given features from sliding windows of limited granularity. We propose a novel Cross-modal Temporal Regression Localizer (CTRL) to jointly model text query and video clips, output alignment scores and action boundary regression results for candidate clips. For evaluation, we adopt TaCoS dataset, and build a new dataset for this task on top of Charades by adding sentence temporal annotations, called Charades-STA. We also build complex sentence queries in Charades-STA for test. Experimental results show that CTRL outperforms previous methods significantly on both datasets.",http://arxiv.org/pdf/1705.02101v2
1422,End-To-End Face Detection and Cast Grouping in Movies Using Erdős-Rényi Clustering,SouYoung Jin; Hang Su; Chris Stauffer; Erik Learned-Miller,,,
1673,Active Decision Boundary Annotation With Deep Generative Models,Miriam Huijser; Jan C. van Gemert,Active Decision Boundary Annotation with Deep Generative Models,"This paper is on active learning where the goal is to reduce the data annotation burden by interacting with a (human) oracle during training. Standard active learning methods ask the oracle to annotate data samples. Instead, we take a profoundly different approach: we ask for annotations of the decision boundary. We achieve this using a deep generative model to create novel instances along a 1d line. A point on the decision boundary is revealed where the instances change class. Experimentally we show on three data sets that our method can be plugged-in to other active learning schemes, that human oracles can effectively annotate points on the decision boundary, that our method is robust to annotation noise, and that decision boundary annotations improve over annotating data samples.",http://arxiv.org/pdf/1703.06971v2
1684,Convolutional Dictionary Learning via Local Processing,Vardan Papyan; Yaniv Romano; Jeremias Sulam; Michael Elad,Convolutional Dictionary Learning via Local Processing,"Convolutional Sparse Coding (CSC) is an increasingly popular model in the signal and image processing communities, tackling some of the limitations of traditional patch-based sparse representations. Although several works have addressed the dictionary learning problem under this model, these relied on an ADMM formulation in the Fourier domain, losing the sense of locality and the relation to the traditional patch-based sparse pursuit. A recent work suggested a novel theoretical analysis of this global model, providing guarantees that rely on a localized sparsity measure. Herein, we extend this local-global relation by showing how one can efficiently solve the convolutional sparse pursuit problem and train the filters involved, while operating locally on image patches. Our approach provides an intuitive algorithm that can leverage standard techniques from the sparse representations field. The proposed method is fast to train, simple to implement, and flexible enough that it can be easily deployed in a variety of applications. We demonstrate the proposed training scheme for image inpainting and image separation, while achieving state-of-the-art results.",http://arxiv.org/pdf/1705.03239v1
69,Deep Adaptive Image Clustering,Jianlong Chang; Lingfeng Wang; Gaofeng Meng; Shiming Xiang; Chunhong Pan,Probing the Galactic Bulge with deep Adaptive Optics imaging: the age of NGC 6440,"We present first results of a pilot project aimed at exploiting the potentiality of ground based adaptive optics imaging in the near infrared to determine the age of stellar clusters in the Galactic Bulge. We have used a combination of high resolution adaptive optics (ESO-VLT NAOS-CONICA) and wide-field (ESO-NTT-SOFI) photometry of the metal rich globular cluster NGC 6440 located towards the inner Bulge, to compute a deep color magnitude diagram from the tip of the Red Giant Branch down to J~22$, two magnitudes below the Main Sequence Turn Off (TO). The magnitude difference between the TO level and the red Horizontal Branch has been used as an age indicator. It is the first time that such a measurement for a bulge globular cluster has been obtained with a ground based telescope. From a direct comparison with 47 Tuc and with a set of theoretical isochrones, we concluded that NGC 6440 is old and likely coeval to 47 Tuc. This result adds a new evidence that the Galactic Bulge is ~2 Gyr younger at most than the pristine, metal poor population of the Galactic Halo.",http://arxiv.org/pdf/0809.3939v1
771,One Network to Solve Them All � Solving Linear Inverse Problems Using Deep Projection Models,J. H. Rick Chang; Chun-Liang Li; Barnabás Póczos; B. V. K. Vijaya Kumar; Aswin C. Sankaranarayanan,,,
1044,Representation Learning by Learning to Count,Mehdi Noroozi; Hamed Pirsiavash; Paolo Favaro,Learning to count with deep object features,"Learning to count is a learning strategy that has been recently proposed in the literature for dealing with problems where estimating the number of object instances in a scene is the final objective. In this framework, the task of learning to detect and localize individual object instances is seen as a harder task that can be evaded by casting the problem as that of computing a regression value from hand-crafted image features. In this paper we explore the features that are learned when training a counting convolutional neural network in order to understand their underlying representation. To this end we define a counting problem for MNIST data and show that the internal representation of the network is able to classify digits in spite of the fact that no direct supervision was provided for them during training. We also present preliminary results about a deep network that is able to count the number of pedestrians in a scene.",http://arxiv.org/pdf/1505.08082v1
1208,StackGAN: Text to Photo-Realistic Image Synthesis With Stacked Generative Adversarial Networks,Han Zhang; Tao Xu; Hongsheng Li; Shaoting Zhang; Xiaogang Wang; Xiaolei Huang; Dimitris N. Metaxas,StackGAN: Text to Photo-realistic Image Synthesis with Stacked Generative Adversarial Networks,"Synthesizing high-quality images from text descriptions is a challenging problem in computer vision and has many practical applications. Samples generated by existing text-to-image approaches can roughly reflect the meaning of the given descriptions, but they fail to contain necessary details and vivid object parts. In this paper, we propose Stacked Generative Adversarial Networks (StackGAN) to generate 256x256 photo-realistic images conditioned on text descriptions. We decompose the hard problem into more manageable sub-problems through a sketch-refinement process. The Stage-I GAN sketches the primitive shape and colors of the object based on the given text description, yielding Stage-I low-resolution images. The Stage-II GAN takes Stage-I results and text descriptions as inputs, and generates high-resolution images with photo-realistic details. It is able to rectify defects in Stage-I results and add compelling details with the refinement process. To improve the diversity of the synthesized images and stabilize the training of the conditional-GAN, we introduce a novel Conditioning Augmentation technique that encourages smoothness in the latent conditioning manifold. Extensive experiments and comparisons with state-of-the-arts on benchmark datasets demonstrate that the proposed method achieves significant improvements on generating photo-realistic images conditioned on text descriptions.",http://arxiv.org/pdf/1612.03242v2
1340,Unsupervised Learning of Object Landmarks by Factorized Spatial Embeddings,James Thewlis; Hakan Bilen; Andrea Vedaldi,Unsupervised learning of object landmarks by factorized spatial embeddings,"Learning automatically the structure of object categories remains an important open problem in computer vision. In this paper, we propose a novel unsupervised approach that can discover and learn landmarks in object categories, thus characterizing their structure. Our approach is based on factorizing image deformations, as induced by a viewpoint change or an object deformation, by learning a deep neural network that detects landmarks consistently with such visual effects. Furthermore, we show that the learned landmarks establish meaningful correspondences between different object instances in a category without having to impose this requirement explicitly. We assess the method qualitatively on a variety of object types, natural and man-made. We also show that our unsupervised landmarks are highly predictive of manually-annotated landmarks in face benchmark datasets, and can be used to regress these with a high degree of accuracy.",http://arxiv.org/pdf/1705.02193v2
2513,Editable Parametric Dense Foliage From 3D Capture,Gaurav Chaurasia; Paul Beardsley,,,
2592,Refractive Structure-From-Motion Through a Flat Refractive Interface,François Chadebecq; Francisco Vasconcelos; George Dwyer; René Lacher; Sébastien Ourselin; Tom Vercauteren; Danail Stoyanov,,,
2616,Submodular Trajectory Optimization for Aerial 3D Scanning,Mike Roberts; Debadeepta Dey; Anh Truong; Sudipta Sinha; Shital Shah; Ashish Kapoor; Pat Hanrahan; Neel Joshi,Submodular Trajectory Optimization for Aerial 3D Scanning,"Drones equipped with cameras are emerging as a powerful tool for large-scale aerial 3D scanning, but existing automatic flight planners do not exploit all available information about the scene, and can therefore produce inaccurate and incomplete 3D models. We present an automatic method to generate drone trajectories, such that the imagery acquired during the flight will later produce a high-fidelity 3D model. Our method uses a coarse estimate of the scene geometry to plan camera trajectories that: (1) cover the scene as thoroughly as possible; (2) encourage observations of scene geometry from a diverse set of viewing angles; (3) avoid obstacles; and (4) respect a user-specified flight time budget. Our method relies on a mathematical model of scene coverage that exhibits an intuitive diminishing returns property known as submodularity. We leverage this property extensively to design a trajectory planning algorithm that reasons globally about the non-additive coverage reward obtained across a trajectory, jointly with the cost of traveling between views. We evaluate our method by using it to scan three large outdoor scenes, and we perform a quantitative evaluation using a photorealistic video game simulator.",http://arxiv.org/pdf/1705.00703v3
2908,Camera Calibration by Global Constraints on the Motion of Silhouettes,Gil Ben-Artzi,Camera Calibration by Global Constraints on the Motion of Silhouettes,"We address the problem of epipolar geometry using the motion of silhouettes. Such methods match epipolar lines or frontier points across views, which are then used as the set of putative correspondences. We introduce an approach that improves by two orders of magnitude the performance over state-of-the-art methods, by significantly reducing the number of outliers in the putative matching. We model the frontier points' correspondence problem as constrained flow optimization, requiring small differences between their coordinates over consecutive frames. Our approach is formulated as a Linear Integer Program and we show that due to the nature of our problem, it can be solved efficiently in an iterative manner. Our method was validated on four standard datasets providing accurate calibrations across very different viewpoints.",http://arxiv.org/pdf/1704.04360v1
2913,Deltille Grids for Geometric Camera Calibration,Hyowon Ha; Michal Perdoch; Hatem Alismail; In So Kweon; Yaser Sheikh,,,
2523,A Lightweight Single-Camera Polarization Compass With Covariance Estimation,Wolfgang Stürzl,,,
3015,Reflectance Capture Using Univariate Sampling of BRDFs,Zhuo Hui; Kalyan Sunkavalli; Joon-Young Lee; Sunil Hadap; Jian Wang; Aswin C. Sankaranarayanan,,,
3078,Estimating Defocus Blur via Rank of Local Patches,Guodong Xu; Yuhui Quan; Hui Ji,,,
2530,RGB-Infrared Cross-Modality Person Re-Identification,Ancong Wu; Wei-Shi Zheng; Hong-Xing Yu; Shaogang Gong; Jianhuang Lai,,,
2559,Intrinsic 3D Dynamic Surface Tracking Based on Dynamic Ricci Flow and Teichmüller Map,Xiaokang Yu; Na Lei; Yalin Wang; Xianfeng Gu,,,
2788,Multi-Scale Deep Learning Architectures for Person Re-Identification,Xuelin Qian; Yanwei Fu; Yu-Gang Jiang; Tao Xiang; Xiangyang Xue,Multi-scale Deep Learning Architectures for Person Re-identification,"Person Re-identification (re-id) aims to match people across non-overlapping camera views in a public space. It is a challenging problem because many people captured in surveillance videos wear similar clothes. Consequently, the differences in their appearance are often subtle and only detectable at the right location and scales. Existing re-id models, particularly the recently proposed deep learning based ones match people at a single scale. In contrast, in this paper, a novel multi-scale deep learning model is proposed. Our model is able to learn deep discriminative feature representations at different scales and automatically determine the most suitable scales for matching. The importance of different spatial locations for extracting discriminative features is also learned explicitly. Experiments are carried out to demonstrate that the proposed model outperforms the state-of-the art on a number of benchmarks",http://arxiv.org/pdf/1709.05165v1
2968,Range Loss for Deep Face Recognition With Long-Tailed Training Data,Xiao Zhang; Zhiyuan Fang; Yandong Wen; Zhifeng Li; Yu Qiao,Range Loss for Deep Face Recognition with Long-tail,"Convolutional neural networks have achieved great improvement on face recognition in recent years because of its extraordinary ability in learning discriminative features of people with different identities. To train such a well-designed deep network, tremendous amounts of data is indispensable. Long tail distribution specifically refers to the fact that a small number of generic entities appear frequently while other objects far less existing. Considering the existence of long tail distribution of the real world data, large but uniform distributed data are usually hard to retrieve. Empirical experiences and analysis show that classes with more samples will pose greater impact on the feature learning process and inversely cripple the whole models feature extracting ability on tail part data. Contrary to most of the existing works that alleviate this problem by simply cutting the tailed data for uniform distributions across the classes, this paper proposes a new loss function called range loss to effectively utilize the whole long tailed data in training process. More specifically, range loss is designed to reduce overall intra-personal variations while enlarging inter-personal differences within one mini-batch simultaneously when facing even extremely unbalanced data. The optimization objective of range loss is the $k$ greatest range's harmonic mean values in one class and the shortest inter-class distance within one batch. Extensive experiments on two famous and challenging face recognition benchmarks (Labeled Faces in the Wild (LFW) and YouTube Faces (YTF) not only demonstrate the effectiveness of the proposed approach in overcoming the long tail effect but also show the good generalization ability of the proposed approach.",http://arxiv.org/pdf/1611.08976v1
3220,Face Sketch Matching via Coupled Deep Transform Learning,Shruti Nagpal; Maneet Singh; Richa Singh; Mayank Vatsa; Afzel Noore; Angshul Majumdar,,,
2685,Realistic Dynamic Facial Textures From a Single Image Using GANs,Kyle Olszewski; Zimo Li; Chao Yang; Yi Zhou; Ronald Yu; Zeng Huang; Sitao Xiang; Shunsuke Saito; Pushmeet Kohli; Hao Li,,,
2837,Pixel Recursive Super Resolution,Ryan Dahl; Mohammad Norouzi; Jonathon Shlens,Pixel Recursive Super Resolution,"We present a pixel recursive super resolution model that synthesizes realistic details into images while enhancing their resolution. A low resolution image may correspond to multiple plausible high resolution images, thus modeling the super resolution process with a pixel independent conditional model often results in averaging different details--hence blurry edges. By contrast, our model is able to represent a multimodal conditional distribution by properly modeling the statistical dependencies among the high resolution image pixels, conditioned on a low resolution input. We employ a PixelCNN architecture to define a strong prior over natural images and jointly optimize this prior with a deep conditioning convolutional network. Human evaluations indicate that samples from our proposed model look more photo realistic than a strong L2 regression baseline.",http://arxiv.org/pdf/1702.00783v2
2980,Recurrent Color Constancy,Yanlin Qian; Ke Chen; Jarno Nikkanen; Joni-Kristian Kämäräinen; Jiří Matas,Functions that Emerge through End-to-End Reinforcement Learning - The Direction for Artificial General Intelligence -,"Recently, triggered by the impressive results in TV-games or game of Go by Google DeepMind, end-to-end reinforcement learning (RL) is collecting attentions. Although little is known, the author's group has propounded this framework for around 20 years and already has shown various functions that emerge in a neural network (NN) through RL. In this paper, they are introduced again at this timing.   ""Function Modularization"" approach is deeply penetrated subconsciously. The inputs and outputs for a learning system can be raw sensor signals and motor commands. ""State space"" or ""action space"" generally used in RL show the existence of functional modules. That has limited reinforcement learning to learning only for the action-planning module. In order to extend reinforcement learning to learning of the entire function on a huge degree of freedom of a massively parallel learning system and to explain or develop human-like intelligence, the author has believed that end-to-end RL from sensors to motors using a recurrent NN (RNN) becomes an essential key. Especially in the higher functions, this approach is very effective by being free from the need to decide their inputs and outputs.   The functions that emerge, we have confirmed, through RL using a NN cover a broad range from real robot learning with raw camera pixel inputs to acquisition of dynamic functions in a RNN. Those are (1)image recognition, (2)color constancy (optical illusion), (3)sensor motion (active recognition), (4)hand-eye coordination and hand reaching movement, (5)explanation of brain activities, (6)communication, (7)knowledge transfer, (8)memory, (9)selective attention, (10)prediction, (11)exploration. The end-to-end RL enables the emergence of very flexible comprehensive functions that consider many things in parallel although it is difficult to give the boundary of each function clearly.",http://arxiv.org/pdf/1703.02239v2
2987,Saliency Pattern Detection by Ranking Structured Trees,Lei Zhu; Haibin Ling; Jin Wu; Huiping Deng; Jin Liu,,,
2921,Monocular Video-Based Trailer Coupler Detection Using Multiplexer Convolutional Neural Network,Yousef Atoum; Joseph Roth; Michael Bliss; Wende Zhang; Xiaoming Liu,,,
3120,Parallel Tracking and Verifying: A Framework for Real-Time and High Accuracy Visual Tracking,Heng Fan; Haibin Ling,Parallel Tracking and Verifying: A Framework for Real-Time and High Accuracy Visual Tracking,"Being intensively studied, visual tracking has seen great recent advances in either speed (e.g., with correlation filters) or accuracy (e.g., with deep features). Real-time and high accuracy tracking algorithms, however, remain scarce. In this paper we study the problem from a new perspective and present a novel parallel tracking and verifying (PTAV) framework, by taking advantage of the ubiquity of multi-thread techniques and borrowing from the success of parallel tracking and mapping in visual SLAM. Our PTAV framework typically consists of two components, a tracker T and a verifier V, working in parallel on two separate threads. The tracker T aims to provide a super real-time tracking inference and is expected to perform well most of the time; by contrast, the verifier V checks the tracking results and corrects T when needed. The key innovation is that, V does not work on every frame but only upon the requests from T; on the other end, T may adjust the tracking according to the feedback from V. With such collaboration, PTAV enjoys both the high efficiency provided by T and the strong discriminative power by V. In our extensive experiments on popular benchmarks including OTB2013, OTB2015, TC128 and UAV20L, PTAV achieves the best tracking accuracy among all real-time trackers, and in fact performs even better than many deep learning based solutions. Moreover, as a general framework, PTAV is very flexible and has great rooms for improvement and generalization.",http://arxiv.org/pdf/1708.00153v1
3128,Non-Rigid Object Tracking via Deformable Patches Using Shape-Preserved KCF and Level Sets,Xin Sun; Ngai-Man Cheung; Hongxun Yao; Yiluan Guo,,,
2712,A Discriminative View of MRF Pre-Processing Algorithms,Chen Wang; Charles Herrmann; Ramin Zabih,A discriminative view of MRF pre-processing algorithms,"While Markov Random Fields (MRFs) are widely used in computer vision, they present a quite challenging inference problem. MRF inference can be accelerated by pre-processing techniques like Dead End Elimination (DEE) or QPBO-based approaches which compute the optimal labeling of a subset of variables. These techniques are guaranteed to never wrongly label a variable but they often leave a large number of variables unlabeled. We address this shortcoming by interpreting pre-processing as a classification problem, which allows us to trade off false positives (i.e., giving a variable an incorrect label) versus false negatives (i.e., failing to label a variable). We describe an efficient discriminative rule that finds optimal solutions for a subset of variables. Our technique provides both per-instance and worst-case guarantees concerning the quality of the solution. Empirical studies were conducted over several benchmark datasets. We obtain a speedup factor of 2 to 12 over expansion moves without preprocessing, and on difficult non-submodular energy functions produce slightly lower energy.",http://arxiv.org/pdf/1708.02668v1
2529,Offline Handwritten Signature Modeling and Verification Based on Archetypal Analysis,Elias N. Zois; Ilias Theodorakopoulos; George Economou,,,
2544,Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization,Huseyin Coskun; Felix Achilles; Robert DiPietro; Nassir Navab; Federico Tombari,Long Short-Term Memory Kalman Filters:Recurrent Neural Estimators for Pose Regularization,"One-shot pose estimation for tasks such as body joint localization, camera pose estimation, and object tracking are generally noisy, and temporal filters have been extensively used for regularization. One of the most widely-used methods is the Kalman filter, which is both extremely simple and general. However, Kalman filters require a motion model and measurement model to be specified a priori, which burdens the modeler and simultaneously demands that we use explicit models that are often only crude approximations of reality. For example, in the pose-estimation tasks mentioned above, it is common to use motion models that assume constant velocity or constant acceleration, and we believe that these simplified representations are severely inhibitive. In this work, we propose to instead learn rich, dynamic representations of the motion and noise models. In particular, we propose learning these models from data using long short term memory, which allows representations that depend on all previous observations and all previous states. We evaluate our method using three of the most popular pose estimation tasks in computer vision, and in all cases we obtain state-of-the-art performance.",http://arxiv.org/pdf/1708.01885v1
2620,Learning Spatio-Temporal Representation With Pseudo-3D Residual Networks,Zhaofan Qiu; Ting Yao; Tao Mei,,,
2654,"Deeper, Broader and Artier Domain Generalization",Da Li; Yongxin Yang; Yi-Zhe Song; Timothy M. Hospedales,,,
2667,Deep Spatial-Semantic Attention for Fine-Grained Sketch-Based Image Retrieval,Jifei Song; Qian Yu; Yi-Zhe Song; Tao Xiang; Timothy M. Hospedales,,,
2709,Soft-NMS � Improving Object Detection With One Line of Code,Navaneeth Bodla; Bharat Singh; Rama Chellappa; Larry S. Davis,,,
2720,Semantic Jitter: Dense Supervision for Visual Comparisons via Synthetic Images,Aron Yu; Kristen Grauman,Semantic Jitter: Dense Supervision for Visual Comparisons via Synthetic Images,"Distinguishing subtle differences in attributes is valuable, yet learning to make visual comparisons remains non-trivial. Not only is the number of possible comparisons quadratic in the number of training images, but also access to images adequately spanning the space of fine-grained visual differences is limited. We propose to overcome the sparsity of supervision problem via synthetically generated images. Building on a state-of-the-art image generation engine, we sample pairs of training images exhibiting slight modifications of individual attributes. Augmenting real training image pairs with these examples, we then train attribute ranking models to predict the relative strength of an attribute in novel pairs of real images. Our results on datasets of faces and fashion images show the great promise of bootstrapping imperfect image generators to counteract sample sparsity for learning to rank.",http://arxiv.org/pdf/1612.06341v2
2905,Video Scene Parsing With Predictive Feature Learning,Xiaojie Jin; Xin Li; Huaxin Xiao; Xiaohui Shen; Zhe Lin; Jimei Yang; Yunpeng Chen; Jian Dong; Luoqi Liu; Zequn Jie; Jiashi Feng; Shuicheng Yan,Video Scene Parsing with Predictive Feature Learning,"In this work, we address the challenging video scene parsing problem by developing effective representation learning methods given limited parsing annotations. In particular, we contribute two novel methods that constitute a unified parsing framework. (1) \textbf{Predictive feature learning}} from nearly unlimited unlabeled video data. Different from existing methods learning features from single frame parsing, we learn spatiotemporal discriminative features by enforcing a parsing network to predict future frames and their parsing maps (if available) given only historical frames. In this way, the network can effectively learn to capture video dynamics and temporal context, which are critical clues for video scene parsing, without requiring extra manual annotations. (2) \textbf{Prediction steering parsing}} architecture that effectively adapts the learned spatiotemporal features to scene parsing tasks and provides strong guidance for any off-the-shelf parsing model to achieve better video scene parsing performance. Extensive experiments over two challenging datasets, Cityscapes and Camvid, have demonstrated the effectiveness of our methods by showing significant improvement over well-established baselines.",http://arxiv.org/pdf/1612.00119v2
2954,Understanding and Mapping Natural Beauty,Scott Workman; Richard Souvenir; Nathan Jacobs,Understanding and Mapping Natural Beauty,"While natural beauty is often considered a subjective property of images, in this paper, we take an objective approach and provide methods for quantifying and predicting the scenicness of an image. Using a dataset containing hundreds of thousands of outdoor images captured throughout Great Britain with crowdsourced ratings of natural beauty, we propose an approach to predict scenicness which explicitly accounts for the variance of human ratings. We demonstrate that quantitative measures of scenicness can benefit semantic image understanding, content-aware image processing, and a novel application of cross-view mapping, where the sparsity of ground-level images can be addressed by incorporating unlabeled overhead images in the training and prediction steps. For each application, our methods for scenicness prediction result in quantitative and qualitative improvements over baseline approaches.",http://arxiv.org/pdf/1612.03142v2
3023,Human Pose Estimation Using Global and Local Normalization,Ke Sun; Cuiling Lan; Junliang Xing; Wenjun Zeng; Dong Liu; Jingdong Wang,Human Pose Estimation using Global and Local Normalization,"In this paper, we address the problem of estimating the positions of human joints, i.e., articulated pose estimation. Recent state-of-the-art solutions model two key issues, joint detection and spatial configuration refinement, together using convolutional neural networks. Our work mainly focuses on spatial configuration refinement by reducing variations of human poses statistically, which is motivated by the observation that the scattered distribution of the relative locations of joints e.g., the left wrist is distributed nearly uniformly in a circular area around the left shoulder) makes the learning of convolutional spatial models hard. We present a two-stage normalization scheme, human body normalization and limb normalization, to make the distribution of the relative joint locations compact, resulting in easier learning of convolutional spatial models and more accurate pose estimation. In addition, our empirical results show that incorporating multi-scale supervision and multi-scale fusion into the joint detection network is beneficial. Experiment results demonstrate that our method consistently outperforms state-of-the-art methods on the benchmarks.",http://arxiv.org/pdf/1709.07220v1
3025,HashNet: Deep Learning to Hash by Continuation,Zhangjie Cao; Mingsheng Long; Jianmin Wang; Philip S. Yu,HashNet: Deep Learning to Hash by Continuation,"Learning to hash has been widely applied to approximate nearest neighbor search for large-scale multimedia retrieval, due to its computation efficiency and retrieval quality. Deep learning to hash, which improves retrieval quality by end-to-end representation learning and hash encoding, has received increasing attention recently. Subject to the ill-posed gradient difficulty in the optimization with sign activations, existing deep learning to hash methods need to first learn continuous representations and then generate binary hash codes in a separated binarization step, which suffer from substantial loss of retrieval quality. This work presents HashNet, a novel deep architecture for deep learning to hash by continuation method with convergence guarantees, which learns exactly binary hash codes from imbalanced similarity data. The key idea is to attack the ill-posed gradient problem in optimizing deep networks with non-smooth binary activations by continuation method, in which we begin from learning an easier network with smoothed activation function and let it evolve during the training, until it eventually goes back to being the original, difficult to optimize, deep network with the sign activation function. Comprehensive empirical evidence shows that HashNet can generate exactly binary hash codes and yield state-of-the-art multimedia retrieval performance on standard benchmarks.",http://arxiv.org/pdf/1702.00758v4
